timestamp,open (USD),high (USD),low (USD),close (USD),open (USD),high (USD),low (USD),close (USD),volume,market cap (USD)
2020-11-26,18718.83000000,18915.03000000,16188.00000000,17149.47000000,18718.83000000,18915.03000000,16188.00000000,17149.47000000,181005.24669300,181005.24669300
2020-11-24,18368.01000000,19418.97000000,18018.00000000,19160.01000000,18368.01000000,19418.97000000,18018.00000000,19160.01000000,113581.50924100,113581.50924100
2020-11-22,18703.80000000,18750.00000000,17610.86000000,18414.43000000,18703.80000000,18750.00000000,17610.86000000,18414.43000000,81645.73777800,81645.73777800
2020-11-20,17802.81000000,18815.22000000,17740.04000000,18655.67000000,17802.81000000,18815.22000000,17740.04000000,18655.67000000,88423.01848900,88423.01848900
2020-11-18,17659.38000000,18476.93000000,17214.45000000,17776.12000000,17659.38000000,18476.93000000,17214.45000000,17776.12000000,149019.78813400,149019.78813400
2020-11-16,15957.00000000,16880.00000000,15864.00000000,16713.57000000,15957.00000000,16880.00000000,15864.00000000,16713.57000000,81300.67592400,81300.67592400
2020-11-14,16320.04000000,16326.99000000,15670.00000000,16070.45000000,16320.04000000,16326.99000000,15670.00000000,16070.45000000,59116.34717900,59116.34717900
2020-11-12,15684.25000000,16340.70000000,15440.64000000,16291.86000000,15684.25000000,16340.70000000,15440.64000000,16291.86000000,102196.35659200,102196.35659200
2020-11-10,15328.41000000,15460.00000000,15072.46000000,15297.21000000,15328.41000000,15460.00000000,15072.46000000,15297.21000000,61681.91960600,61681.91960600
2020-11-08,14818.30000000,15650.00000000,14703.88000000,15475.10000000,14818.30000000,15650.00000000,14703.88000000,15475.10000000,65547.17857400,65547.17857400
2020-11-06,15590.02000000,15960.00000000,15166.00000000,15579.92000000,15590.02000000,15960.00000000,15166.00000000,15579.92000000,122618.19769500,122618.19769500
2020-11-04,14023.53000000,14259.00000000,13525.00000000,14144.01000000,14023.53000000,14259.00000000,13525.00000000,14144.01000000,93016.98826200,93016.98826200
2020-11-02,13761.49000000,13830.00000000,13195.05000000,13549.37000000,13761.49000000,13830.00000000,13195.05000000,13549.37000000,64566.42190800,64566.42190800
2020-10-31,13560.10000000,14100.00000000,13411.50000000,13791.00000000,13560.10000000,14100.00000000,13411.50000000,13791.00000000,67339.23851500,67339.23851500
2020-10-29,13266.40000000,13642.91000000,12920.77000000,13455.70000000,13266.40000000,13642.91000000,12920.77000000,13455.70000000,74872.60213200,74872.60213200
2020-10-27,13052.15000000,13789.29000000,13019.87000000,13636.17000000,13052.15000000,13789.29000000,13019.87000000,13636.17000000,80796.55399600,80796.55399600
2020-10-25,13111.73000000,13350.00000000,12888.00000000,13028.83000000,13111.73000000,13350.00000000,12888.00000000,13028.83000000,38481.57950400,38481.57950400
2020-10-23,12968.84000000,13027.69000000,12720.08000000,12923.07000000,12968.84000000,13027.69000000,12720.08000000,12923.07000000,50386.99984100,50386.99984100
2020-10-21,11910.00000000,13217.68000000,11886.95000000,12780.96000000,11910.00000000,13217.68000000,11886.95000000,12780.96000000,114584.45676700,114584.45676700
2020-10-19,11503.14000000,11823.99000000,11407.96000000,11751.47000000,11503.14000000,11823.99000000,11407.96000000,11751.47000000,47414.53469200,47414.53469200
2020-10-17,11319.24000000,11402.42000000,11255.00000000,11360.20000000,11319.24000000,11402.42000000,11255.00000000,11360.20000000,22368.91524100,22368.91524100
2020-10-15,11417.89000000,11617.34000000,11250.83000000,11505.12000000,11417.89000000,11617.34000000,11250.83000000,11505.12000000,48760.71767900,48760.71767900
2020-10-13,11528.24000000,11557.00000000,11300.00000000,11420.56000000,11528.24000000,11557.00000000,11300.00000000,11420.56000000,42205.28370900,42205.28370900
2020-10-11,11293.22000000,11445.00000000,11221.00000000,11369.02000000,11293.22000000,11445.00000000,11221.00000000,11369.02000000,29043.85133900,29043.85133900
2020-10-09,10925.44000000,11104.64000000,10829.00000000,11050.64000000,10925.44000000,11104.64000000,10829.00000000,11050.64000000,48240.07323700,48240.07323700
2020-10-07,10599.65000000,10681.87000000,10546.17000000,10666.39000000,10599.65000000,10681.87000000,10546.17000000,10666.39000000,32811.99027900,32811.99027900
2020-10-05,10666.62000000,10798.00000000,10615.64000000,10792.21000000,10666.62000000,10798.00000000,10615.64000000,10792.21000000,34025.76165300,34025.76165300
2020-10-03,10570.40000000,10603.56000000,10496.46000000,10542.06000000,10570.40000000,10603.56000000,10496.46000000,10542.06000000,22298.22134100,22298.22134100
2020-10-01,10776.59000000,10920.00000000,10437.00000000,10619.13000000,10776.59000000,10920.00000000,10437.00000000,10619.13000000,60866.33289300,60866.33289300
2020-09-29,10696.11000000,10867.54000000,10635.87000000,10840.48000000,10696.11000000,10867.54000000,10635.87000000,10840.48000000,41874.89839900,41874.89839900
2020-09-27,10728.59000000,10799.00000000,10594.82000000,10774.25000000,10728.59000000,10799.00000000,10594.82000000,10774.25000000,30549.48325300,30549.48325300
2020-09-25,10736.33000000,10760.53000000,10556.24000000,10686.67000000,10736.33000000,10760.53000000,10556.24000000,10686.67000000,48101.11700800,48101.11700800
2020-09-23,10529.61000000,10537.15000000,10136.82000000,10241.46000000,10529.61000000,10537.15000000,10136.82000000,10241.46000000,51876.56807900,51876.56807900
2020-09-21,10920.28000000,10988.86000000,10296.35000000,10417.22000000,10920.28000000,10988.86000000,10296.35000000,10417.22000000,70683.43117900,70683.43117900
2020-09-19,10933.40000000,11179.79000000,10887.37000000,11080.65000000,10933.40000000,11179.79000000,10887.37000000,11080.65000000,38440.03685800,38440.03685800
2020-09-17,10954.01000000,11045.46000000,10745.83000000,10939.99000000,10954.01000000,11045.46000000,10745.83000000,10939.99000000,55601.61452900,55601.61452900
2020-09-15,10671.77000000,10930.04000000,10606.48000000,10785.31000000,10671.77000000,10930.04000000,10606.48000000,10785.31000000,61822.45278600,61822.45278600
2020-09-13,10440.67000000,10580.11000000,10200.00000000,10332.83000000,10440.67000000,10580.11000000,10200.00000000,10332.83000000,43837.60986500,43837.60986500
2020-09-11,10336.86000000,10397.60000000,10200.00000000,10387.89000000,10336.86000000,10397.60000000,10200.00000000,10387.89000000,43830.25446700,43830.25446700
2020-09-09,10126.66000000,10343.00000000,9981.01000000,10219.20000000,10126.66000000,10343.00000000,9981.01000000,10219.20000000,49347.11377600,49347.11377600
2020-09-07,10255.89000000,10410.75000000,9875.00000000,10373.44000000,10255.89000000,10410.75000000,9875.00000000,10373.44000000,62620.23067600,62620.23067600
2020-09-05,10446.25000000,10565.68000000,9825.00000000,10166.69000000,10446.25000000,10565.68000000,9825.00000000,10166.69000000,90001.60556800,90001.60556800
2020-09-03,11388.54000000,11462.60000000,9960.80000000,10140.85000000,11388.54000000,11462.60000000,9960.80000000,10140.85000000,121950.10601500,121950.10601500
2020-09-01,11649.51000000,12050.85000000,11515.00000000,11921.97000000,11649.51000000,12050.85000000,11515.00000000,11921.97000000,78148.19366800,78148.19366800
2020-08-30,11465.84000000,11719.00000000,11458.00000000,11711.16000000,11465.84000000,11719.00000000,11458.00000000,11711.16000000,43177.87905400,43177.87905400
2020-08-28,11330.38000000,11542.65000000,11276.89000000,11526.91000000,11330.38000000,11542.65000000,11276.89000000,11526.91000000,45953.90836500,45953.90836500
2020-08-26,11318.42000000,11539.32000000,11244.00000000,11461.43000000,11318.42000000,11539.32000000,11244.00000000,11461.43000000,53998.23123100,53998.23123100
2020-08-24,11648.12000000,11824.90000000,11585.09000000,11748.20000000,11648.12000000,11824.90000000,11585.09000000,11748.20000000,46212.39186700,46212.39186700
2020-08-22,11531.23000000,11686.00000000,11376.81000000,11662.96000000,11531.23000000,11686.00000000,11376.81000000,11662.96000000,43678.70164600,43678.70164600
2020-08-20,11754.38000000,11888.00000000,11668.00000000,11853.55000000,11754.38000000,11888.00000000,11668.00000000,11853.55000000,46085.25435100,46085.25435100
2020-08-18,12281.15000000,12387.77000000,11817.93000000,11945.01000000,12281.15000000,12387.77000000,11817.93000000,11945.01000000,75923.83552700,75923.83552700
2020-08-16,11852.40000000,11931.72000000,11686.00000000,11911.00000000,11852.40000000,11931.72000000,11686.00000000,11911.00000000,41368.23690600,41368.23690600
2020-08-14,11779.77000000,11850.00000000,11634.03000000,11760.54000000,11779.77000000,11850.00000000,11634.03000000,11760.54000000,59818.85269700,59818.85269700
2020-08-12,11392.09000000,11617.52000000,11150.00000000,11564.33000000,11392.09000000,11617.52000000,11150.00000000,11564.33000000,64909.61364400,64909.61364400
2020-08-10,11681.69000000,12067.35000000,11450.00000000,11892.92000000,11681.69000000,12067.35000000,11450.00000000,11892.92000000,84952.33788700,84952.33788700
2020-08-08,11594.36000000,11808.27000000,11512.00000000,11761.41000000,11594.36000000,11808.27000000,11512.00000000,11761.41000000,41858.16104000,41858.16104000
2020-08-06,11744.91000000,11900.00000000,11562.50000000,11762.46000000,11744.91000000,11900.00000000,11562.50000000,11762.46000000,63529.08502000,63529.08502000
2020-08-04,11219.68000000,11414.98000000,11000.00000000,11191.97000000,11219.68000000,11414.98000000,11000.00000000,11191.97000000,58629.11370900,58629.11370900
2020-08-02,11801.17000000,12123.46000000,10518.50000000,11071.35000000,11801.17000000,12123.46000000,10518.50000000,11071.35000000,97553.07760400,97553.07760400
2020-07-31,11099.79000000,11444.00000000,10960.00000000,11335.46000000,11099.79000000,11444.00000000,10960.00000000,11335.46000000,70063.66097400,70063.66097400
2020-07-29,10906.27000000,11342.82000000,10812.00000000,11100.53000000,10906.27000000,11342.82000000,10812.00000000,11100.53000000,76838.09423300,76838.09423300
2020-07-27,9931.54000000,11394.86000000,9917.21000000,11029.96000000,9931.54000000,11394.86000000,9917.21000000,11029.96000000,150188.93314400,150188.93314400
2020-07-25,9538.10000000,9732.90000000,9513.00000000,9700.42000000,9538.10000000,9732.90000000,9513.00000000,9700.42000000,40679.54541600,40679.54541600
2020-07-23,9518.16000000,9664.00000000,9440.33000000,9603.27000000,9518.16000000,9664.00000000,9440.33000000,9603.27000000,51856.23350000,51856.23350000
2020-07-21,9160.78000000,9437.73000000,9152.80000000,9390.00000000,9160.78000000,9437.73000000,9152.80000000,9390.00000000,60413.58248600,60413.58248600
2020-07-19,9170.30000000,9232.27000000,9101.35000000,9208.99000000,9170.30000000,9232.27000000,9101.35000000,9208.99000000,26052.01941700,26052.01941700
2020-07-17,9133.72000000,9186.83000000,9089.81000000,9154.32000000,9133.72000000,9186.83000000,9089.81000000,9154.32000000,28054.35874100,28054.35874100
2020-07-15,9255.85000000,9276.49000000,9160.57000000,9197.60000000,9255.85000000,9276.49000000,9160.57000000,9197.60000000,39053.57966500,39053.57966500
2020-07-13,9303.31000000,9343.82000000,9200.89000000,9242.62000000,9303.31000000,9343.82000000,9200.89000000,9242.62000000,42740.06911500,42740.06911500
2020-07-11,9288.34000000,9299.28000000,9178.25000000,9234.03000000,9288.34000000,9299.28000000,9178.25000000,9234.03000000,22561.36600000,22561.36600000
2020-07-09,9436.06000000,9440.79000000,9160.00000000,9232.43000000,9436.06000000,9440.79000000,9160.00000000,9232.43000000,48044.45064500,48044.45064500
2020-07-07,9342.47000000,9379.42000000,9203.00000000,9257.39000000,9342.47000000,9379.42000000,9203.00000000,9257.39000000,34587.33667800,34587.33667800
2020-07-05,9135.00000000,9145.24000000,8893.03000000,9069.41000000,9135.00000000,9145.24000000,8893.03000000,9069.41000000,34073.65362700,34073.65362700
2020-07-03,9086.54000000,9125.00000000,9037.47000000,9058.26000000,9086.54000000,9125.00000000,9037.47000000,9058.26000000,28943.42017700,28943.42017700
2020-07-01,9138.08000000,9292.00000000,9080.10000000,9232.00000000,9138.08000000,9292.00000000,9080.10000000,9232.00000000,38488.52869900,38488.52869900
2020-06-29,9116.16000000,9238.00000000,9024.67000000,9192.56000000,9116.16000000,9238.00000000,9024.67000000,9192.56000000,42120.29326100,42120.29326100
2020-06-27,9162.21000000,9196.24000000,8833.00000000,9012.00000000,9162.21000000,9196.24000000,8833.00000000,9012.00000000,46290.93011300,46290.93011300
2020-06-25,9298.33000000,9340.00000000,9009.69000000,9249.49000000,9298.33000000,9340.00000000,9009.69000000,9249.49000000,55831.61915600,55831.61915600
2020-06-23,9685.69000000,9720.00000000,9577.03000000,9624.89000000,9685.69000000,9720.00000000,9577.03000000,9624.89000000,41031.02938000,41031.02938000
2020-06-21,9358.95000000,9422.00000000,9281.54000000,9294.69000000,9358.95000000,9422.00000000,9281.54000000,9294.69000000,24316.92623400,24316.92623400
2020-06-19,9386.32000000,9438.30000000,9215.79000000,9310.23000000,9386.32000000,9438.30000000,9215.79000000,9310.23000000,45330.98367300,45330.98367300
2020-06-17,9526.97000000,9565.00000000,9236.61000000,9465.14000000,9526.97000000,9565.00000000,9236.61000000,9465.14000000,48046.41115200,48046.41115200
2020-06-15,9342.10000000,9495.00000000,8910.45000000,9426.02000000,9342.10000000,9495.00000000,8910.45000000,9426.02000000,86107.92470700,86107.92470700
2020-06-13,9464.96000000,9494.73000000,9351.00000000,9473.34000000,9464.96000000,9494.73000000,9351.00000000,9473.34000000,27759.78485100,27759.78485100
2020-06-11,9885.22000000,9964.00000000,9113.00000000,9280.40000000,9885.22000000,9964.00000000,9113.00000000,9280.40000000,94418.98473000,94418.98473000
2020-06-09,9782.00000000,9877.00000000,9570.00000000,9772.43000000,9782.00000000,9877.00000000,9570.00000000,9772.43000000,46024.00128900,46024.00128900
2020-06-07,9666.85000000,9802.00000000,9372.46000000,9746.99000000,9666.85000000,9802.00000000,9372.46000000,9746.99000000,57952.84838500,57952.84838500
2020-06-05,9788.14000000,9854.75000000,9581.00000000,9621.16000000,9788.14000000,9854.75000000,9581.00000000,9621.16000000,47788.05005000,47788.05005000
2020-06-03,9518.02000000,9690.00000000,9365.21000000,9666.24000000,9518.02000000,9690.00000000,9365.21000000,9666.24000000,46252.64493900,46252.64493900
2020-06-01,9448.27000000,10380.00000000,9421.67000000,10200.77000000,9448.27000000,10380.00000000,9421.67000000,10200.77000000,76649.12696000,76649.12696000
2020-05-30,9426.60000000,9740.00000000,9331.23000000,9697.72000000,9426.60000000,9740.00000000,9331.23000000,9697.72000000,55665.27254000,55665.27254000
2020-05-28,9204.07000000,9625.47000000,9110.00000000,9575.89000000,9204.07000000,9625.47000000,9110.00000000,9575.89000000,74110.78766200,74110.78766200
2020-05-26,8900.35000000,9017.67000000,8700.00000000,8841.18000000,8900.35000000,9017.67000000,8700.00000000,8841.18000000,58299.77013800,58299.77013800
2020-05-24,9179.01000000,9298.00000000,8700.00000000,8720.34000000,9179.01000000,9298.00000000,8700.00000000,8720.34000000,70379.86645000,70379.86645000
2020-05-22,9067.51000000,9271.00000000,8933.52000000,9170.00000000,9067.51000000,9271.00000000,8933.52000000,9170.00000000,58943.13102400,58943.13102400
2020-05-20,9775.13000000,9842.00000000,9326.00000000,9511.43000000,9775.13000000,9842.00000000,9326.00000000,9511.43000000,74923.73809000,74923.73809000
2020-05-18,9681.11000000,9950.00000000,9464.23000000,9733.93000000,9681.11000000,9950.00000000,9464.23000000,9733.93000000,82006.60358300,82006.60358300
2020-05-16,9315.96000000,9588.00000000,9220.00000000,9381.27000000,9315.96000000,9588.00000000,9220.00000000,9381.27000000,59587.62786200,59587.62786200
2020-05-14,9309.35000000,9939.00000000,9256.76000000,9791.98000000,9309.35000000,9939.00000000,9256.76000000,9791.98000000,129565.37747000,129565.37747000
2020-05-12,8562.04000000,8978.26000000,8528.78000000,8810.79000000,8562.04000000,8978.26000000,8528.78000000,8810.79000000,86522.78006600,86522.78006600
2020-05-10,9539.10000000,9574.83000000,8117.00000000,8722.77000000,9539.10000000,9574.83000000,8117.00000000,8722.77000000,183865.18202800,183865.18202800
2020-05-08,9986.30000000,10035.96000000,9705.00000000,9800.01000000,9986.30000000,10035.96000000,9705.00000000,9800.01000000,100683.79640000,100683.79640000
2020-05-06,9021.36000000,9395.00000000,8906.21000000,9142.92000000,9021.36000000,9395.00000000,8906.21000000,9142.92000000,105925.30242000,105925.30242000
2020-05-04,8894.15000000,8950.00000000,8522.00000000,8871.96000000,8894.15000000,8950.00000000,8522.00000000,8871.96000000,84418.51233100,84418.51233100
2020-05-02,8825.67000000,9010.00000000,8753.00000000,8972.05000000,8825.67000000,9010.00000000,8753.00000000,8972.05000000,59002.08755000,59002.08755000
2020-04-30,8778.58000000,9460.00000000,8401.00000000,8620.00000000,8778.58000000,9460.00000000,8401.00000000,8620.00000000,206277.21412400,206277.21412400
2020-04-28,7773.51000000,7780.00000000,7659.12000000,7738.98000000,7773.51000000,7780.00000000,7659.12000000,7738.98000000,46302.75263800,46302.75263800
2020-04-26,7539.03000000,7700.00000000,7480.00000000,7693.10000000,7539.03000000,7700.00000000,7480.00000000,7693.10000000,50522.61620900,50522.61620900
2020-04-24,7483.96000000,7615.96000000,7388.00000000,7505.00000000,7483.96000000,7615.96000000,7388.00000000,7505.00000000,60182.11993900,60182.11993900
2020-04-22,6841.36000000,7156.38000000,6818.00000000,7125.14000000,6841.36000000,7156.38000000,6818.00000000,7125.14000000,61486.37733400,61486.37733400
2020-04-20,7121.40000000,7220.00000000,6751.00000000,6826.83000000,7121.40000000,7220.00000000,6751.00000000,6826.83000000,90149.49137000,90149.49137000
2020-04-18,7026.78000000,7293.08000000,7014.40000000,7248.60000000,7026.78000000,7293.08000000,7014.40000000,7248.60000000,49488.54281900,49488.54281900
2020-04-16,6621.25000000,7190.00000000,6468.27000000,7101.94000000,6621.25000000,7190.00000000,6468.27000000,7101.94000000,125009.85753900,125009.85753900
2020-04-14,6838.04000000,6978.00000000,6754.28000000,6868.70000000,6838.04000000,6978.00000000,6754.28000000,6868.70000000,69068.62328500,69068.62328500
2020-04-12,6876.84000000,7177.00000000,6780.00000000,6903.79000000,6876.84000000,7177.00000000,6780.00000000,6903.79000000,73868.66650100,73868.66650100
2020-04-10,7283.54000000,7295.75000000,6739.98000000,6858.92000000,7283.54000000,7295.75000000,6739.98000000,6858.92000000,104674.62337500,104674.62337500
2020-04-08,7197.32000000,7420.00000000,7150.00000000,7361.28000000,7197.32000000,7420.00000000,7150.00000000,7361.28000000,76059.14583800,76059.14583800
2020-04-06,6772.78000000,7355.14000000,6765.00000000,7329.90000000,6772.78000000,7355.14000000,6765.00000000,7329.90000000,118052.00083200,118052.00083200
2020-04-04,6732.97000000,6990.41000000,6650.01000000,6856.99000000,6732.97000000,6990.41000000,6650.01000000,6856.99000000,72990.86113900,72990.86113900
2020-04-02,6643.36000000,7198.00000000,6551.00000000,6794.09000000,6643.36000000,7198.00000000,6551.00000000,6794.09000000,149299.90687100,149299.90687100
2020-03-31,6394.45000000,6523.23000000,6321.40000000,6410.44000000,6394.45000000,6523.23000000,6321.40000000,6410.44000000,72337.59525900,72337.59525900
2020-03-29,6236.65000000,6266.00000000,5866.56000000,5881.42000000,6236.65000000,6266.00000000,5866.56000000,5881.42000000,63311.62771400,63311.62771400
2020-03-27,6737.27000000,6842.59000000,6261.00000000,6359.11000000,6737.27000000,6842.59000000,6261.00000000,6359.11000000,82914.96835400,82914.96835400
2020-03-25,6744.69000000,6957.96000000,6450.00000000,6677.43000000,6744.69000000,6957.96000000,6450.00000000,6677.43000000,132155.73498900,132155.73498900
2020-03-23,5816.05000000,6600.00000000,5688.00000000,6467.31000000,5816.05000000,6600.00000000,5688.00000000,6467.31000000,164674.21578500,164674.21578500
2020-03-21,6204.57000000,6456.98000000,5860.02000000,6186.98000000,6204.57000000,6456.98000000,5860.02000000,6186.98000000,128913.66836300,128913.66836300
2020-03-19,5393.26000000,6400.00000000,5252.53000000,6162.37000000,5393.26000000,6400.00000000,5252.53000000,6162.37000000,199020.87343900,199020.87343900
2020-03-17,5028.86000000,5525.00000000,4921.45000000,5312.64000000,5028.86000000,5525.00000000,4921.45000000,5312.64000000,150089.92631800,150089.92631800
2020-03-15,5172.48000000,5940.00000000,5093.10000000,5361.30000000,5172.48000000,5940.00000000,5093.10000000,5361.30000000,139916.14653400,139916.14653400
2020-03-13,4800.01000000,5955.00000000,3782.13000000,5578.60000000,4800.01000000,5955.00000000,3782.13000000,5578.60000000,402201.67376400,402201.67376400
2020-03-11,7894.57000000,7980.00000000,7590.00000000,7934.52000000,7894.57000000,7980.00000000,7590.00000000,7934.52000000,79942.41117200,79942.41117200
2020-03-09,8034.76000000,8179.31000000,7632.01000000,7929.87000000,8034.76000000,8179.31000000,7632.01000000,7929.87000000,116968.86326800,116968.86326800
2020-03-07,9130.89000000,9188.00000000,8835.00000000,8886.66000000,9130.89000000,9188.00000000,8835.00000000,8886.66000000,45422.20452500,45422.20452500
2020-03-05,8750.99000000,9159.42000000,8746.54000000,9054.68000000,8750.99000000,9159.42000000,8746.54000000,9054.68000000,58201.86635500,58201.86635500
2020-03-03,8911.18000000,8919.65000000,8651.00000000,8760.07000000,8911.18000000,8919.65000000,8651.00000000,8760.07000000,55154.99728200,55154.99728200
2020-03-01,8523.61000000,8750.00000000,8411.00000000,8531.88000000,8523.61000000,8750.00000000,8411.00000000,8531.88000000,43892.20177900,43892.20177900
2020-02-28,8823.25000000,8900.00000000,8445.00000000,8692.91000000,8823.25000000,8900.00000000,8445.00000000,8692.91000000,71155.20897700,71155.20897700
2020-02-26,9316.48000000,9377.44000000,8633.63000000,8785.25000000,9316.48000000,9377.44000000,8633.63000000,8785.25000000,92130.34548200,92130.34548200
2020-02-24,9936.40000000,9990.00000000,9473.56000000,9656.13000000,9936.40000000,9990.00000000,9473.56000000,9656.13000000,55796.59612000,55796.59612000
2020-02-22,9677.05000000,9709.17000000,9560.02000000,9650.86000000,9677.05000000,9709.17000000,9560.02000000,9650.86000000,24636.75762300,24636.75762300
2020-02-20,9594.65000000,9699.00000000,9400.00000000,9596.42000000,9594.65000000,9699.00000000,9400.00000000,9596.42000000,60152.34291400,60152.34291400
2020-02-18,9706.00000000,10250.00000000,9576.01000000,10164.71000000,9706.00000000,10250.00000000,9576.01000000,10164.71000000,70604.12401900,70604.12401900
2020-02-16,9904.46000000,10050.00000000,9638.12000000,9917.27000000,9904.46000000,10050.00000000,9638.12000000,9917.27000000,60023.99953700,60023.99953700
2020-02-14,10227.78000000,10381.56000000,10111.37000000,10344.36000000,10227.78000000,10381.56000000,10111.37000000,10344.36000000,47038.48017300,47038.48017300
2020-02-12,10223.08000000,10450.00000000,10223.08000000,10326.46000000,10223.08000000,10450.00000000,10223.08000000,10326.46000000,61008.06393000,61008.06393000
2020-02-10,10151.72000000,10188.00000000,9756.00000000,9851.83000000,10151.72000000,10188.00000000,9756.00000000,9851.83000000,59573.08461900,59573.08461900
2020-02-08,9813.87000000,9940.00000000,9667.11000000,9895.05000000,9813.87000000,9940.00000000,9667.11000000,9895.05000000,43600.84366600,43600.84366600
2020-02-06,9612.03000000,9862.57000000,9526.35000000,9772.00000000,9612.03000000,9862.57000000,9526.35000000,9772.00000000,64949.70658800,64949.70658800
2020-02-04,9291.35000000,9350.00000000,9093.01000000,9197.02000000,9291.35000000,9350.00000000,9093.01000000,9197.02000000,53308.17526600,53308.17526600
2020-02-02,9384.41000000,9477.03000000,9120.00000000,9331.51000000,9384.41000000,9477.03000000,9120.00000000,9331.51000000,45690.91254000,45690.91254000
2020-01-31,9511.52000000,9530.22000000,9210.01000000,9352.89000000,9511.52000000,9530.22000000,9210.01000000,9352.89000000,45552.02235200,45552.02235200
2020-01-29,9375.34000000,9449.24000000,9216.00000000,9301.53000000,9375.34000000,9449.24000000,9216.00000000,9301.53000000,53864.06512200,53864.06512200
2020-01-27,8614.39000000,9000.00000000,8535.00000000,8907.57000000,8614.39000000,9000.00000000,8535.00000000,8907.57000000,53973.54299600,53973.54299600
2020-01-25,8438.99000000,8451.26000000,8254.90000000,8340.58000000,8438.99000000,8451.26000000,8254.90000000,8340.58000000,25521.15793200,25521.15793200
2020-01-23,8682.77000000,8691.81000000,8306.39000000,8404.52000000,8682.77000000,8691.81000000,8306.39000000,8404.52000000,48165.94459700,48165.94459700
2020-01-21,8642.35000000,8789.00000000,8488.00000000,8736.03000000,8642.35000000,8789.00000000,8488.00000000,8736.03000000,36494.68765900,36494.68765900
2020-01-19,8915.09000000,9198.98000000,8466.00000000,8701.70000000,8915.09000000,9198.98000000,8466.00000000,8701.70000000,70676.88925900,70676.88925900
2020-01-17,8720.15000000,9041.65000000,8672.44000000,8913.28000000,8720.15000000,9041.65000000,8672.44000000,8913.28000000,70897.73737700,70897.73737700
2020-01-15,8814.64000000,8916.48000000,8564.00000000,8821.41000000,8814.64000000,8916.48000000,8564.00000000,8821.41000000,84816.29760600,84816.29760600
2020-01-13,8184.97000000,8196.00000000,8055.89000000,8110.34000000,8184.97000000,8196.00000000,8055.89000000,8110.34000000,31159.75568300,31159.75568300
2020-01-11,8198.86000000,8286.34000000,8003.16000000,8020.01000000,8198.86000000,8286.34000000,8003.16000000,8020.01000000,54810.03266700,54810.03266700
2020-01-09,8054.72000000,8055.96000000,7750.00000000,7817.76000000,8054.72000000,8055.96000000,7750.00000000,7817.76000000,64239.51983000,64239.51983000
2020-01-07,7758.90000000,8207.68000000,7723.71000000,8145.28000000,7758.90000000,8207.68000000,7723.71000000,8145.28000000,91171.68466100,91171.68466100
2020-01-05,7354.19000000,7495.00000000,7318.00000000,7358.75000000,7354.19000000,7495.00000000,7318.00000000,7358.75000000,38331.08560400,38331.08560400
2020-01-03,6965.49000000,7405.00000000,6871.04000000,7344.96000000,6965.49000000,7405.00000000,6871.04000000,7344.96000000,68428.50045100,68428.50045100
2020-01-01,7195.24000000,7255.00000000,7175.15000000,7200.85000000,7195.24000000,7255.00000000,7175.15000000,7200.85000000,16792.38816500,16792.38816500
2019-12-30,7388.43000000,7408.24000000,7220.00000000,7246.00000000,7388.43000000,7408.24000000,7220.00000000,7246.00000000,29605.91178200,29605.91178200
2019-12-28,7254.77000000,7365.01000000,7238.67000000,7316.14000000,7254.77000000,7365.01000000,7238.67000000,7316.14000000,26848.98219900,26848.98219900
2019-12-26,7205.01000000,7435.00000000,7157.12000000,7202.00000000,7205.01000000,7435.00000000,7157.12000000,7202.00000000,36259.76107600,36259.76107600
2019-12-24,7317.30000000,7436.68000000,7157.04000000,7255.77000000,7317.30000000,7436.68000000,7157.04000000,7255.77000000,43629.49418800,43629.49418800
2019-12-22,7131.59000000,7518.54000000,7122.47000000,7501.44000000,7131.59000000,7518.54000000,7122.47000000,7501.44000000,39137.45515000,39137.45515000
2019-12-20,7151.31000000,7220.00000000,7079.50000000,7187.83000000,7151.31000000,7220.00000000,7079.50000000,7187.83000000,32132.06920500,32132.06920500
2019-12-18,6623.84000000,7440.00000000,6435.00000000,7277.83000000,6623.84000000,7440.00000000,6435.00000000,7277.83000000,95636.65125100,95636.65125100
2019-12-16,7119.60000000,7150.00000000,6836.00000000,6891.72000000,7119.60000000,7150.00000000,6836.00000000,6891.72000000,43863.99305900,43863.99305900
2019-12-14,7257.37000000,7271.77000000,7012.00000000,7064.05000000,7257.37000000,7271.77000000,7012.00000000,7064.05000000,29561.98596700,29561.98596700
2019-12-12,7210.00000000,7295.00000000,7080.30000000,7198.08000000,7210.00000000,7295.00000000,7080.30000000,7198.08000000,42288.60093200,42288.60093200
2019-12-10,7338.64000000,7407.60000000,7157.10000000,7224.13000000,7338.64000000,7407.60000000,7157.10000000,7224.13000000,49723.76214000,49723.76214000
2019-12-08,7487.31000000,7564.00000000,7374.86000000,7510.11000000,7487.31000000,7564.00000000,7374.86000000,7510.11000000,29856.89763100,29856.89763100
2019-12-06,7389.00000000,7590.03000000,7305.00000000,7527.47000000,7389.00000000,7590.03000000,7305.00000000,7527.47000000,48189.08794400,48189.08794400
2019-12-04,7292.71000000,7750.00000000,7067.00000000,7194.32000000,7292.71000000,7750.00000000,7067.00000000,7194.32000000,83147.14914200,83147.14914200
2019-12-02,7391.50000000,7420.56000000,7151.10000000,7294.28000000,7391.50000000,7420.56000000,7151.10000000,7294.28000000,46330.25604000,46330.25604000
